task,marker,feature,n,n_pd,n_elderly,beta_pd,se,t,p,q
FB1,spectralFlux_sma3_amean,spectralFlux_sma3_amean,40,22,18,-0.033454241845433455,0.01773531433553098,-1.8863066767534609,0.06734075550245001,0.16375783030647603
FB1,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_stddevNorm,40,22,18,0.30763415868983607,0.06556845721263896,4.691801084966455,3.83794215984699e-05,0.0003411477570253276
FB1,mfcc1_sma3_amean,mfcc1_sma3_amean,40,22,18,-0.9419606877657096,1.1459106225733886,-0.8220193348503345,0.41647720771137914,0.5897048626765435
FB1,mfcc1_sma3_stddevNorm,mfcc1_sma3_stddevNorm,40,22,18,-0.002100532054568026,0.037953091684378853,-0.05534547941538543,0.9561692555037511,0.970098969800064
FB1,mfcc2_sma3_amean,mfcc2_sma3_amean,40,22,18,11.86490589424401,1.4320130603206704,8.285473242532511,7.323560146391817e-10,2.515017728321873e-08
FB1,mfcc2_sma3_stddevNorm,mfcc2_sma3_stddevNorm,40,22,18,-1.4895089079483466,2.5895511958272777,-0.5751996370446334,0.5687342252913994,0.7169004379680307
FB1,mfcc3_sma3_amean,mfcc3_sma3_amean,40,22,18,6.895048669592235,1.176231457976354,5.8619828800148,1.0626391831619205e-06,1.7197654826344642e-05
FB1,mfcc3_sma3_stddevNorm,mfcc3_sma3_stddevNorm,40,22,18,-5.783323591722093,5.2342998365502025,-1.104889626562497,0.276537441669569,0.44754565272500363
FB1,mfcc4_sma3_amean,mfcc4_sma3_amean,40,22,18,12.425934063127038,1.8327637055724082,6.779888768719465,6.393964300364571e-08,1.3242048251289794e-06
FB1,mfcc4_sma3_stddevNorm,mfcc4_sma3_stddevNorm,40,22,18,-14.677898114489814,10.399261589474916,-1.4114365705874061,0.16670074138241944,0.3201186134515626
FB1,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,40,22,18,0.0005776484997832437,0.0016736219637588506,0.345148732683862,0.7319911305585292,0.8298256939021007
FB1,jitterLocal_sma3nz_stddevNorm,jitterLocal_sma3nz_stddevNorm,40,22,18,0.4468670449513196,0.13586641856038312,3.2890176225019023,0.0022529651499226078,0.010332817365117366
FB1,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,40,22,18,-0.2205902768214535,0.048825535769656585,-4.517928443471231,6.486464513644571e-05,0.0005363257979412688
FB1,shimmerLocaldB_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_stddevNorm,40,22,18,0.21824982946347435,0.029409389553448746,7.421093493519347,9.274126717297028e-09,2.664891922031473e-07
FB1,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,40,22,18,2.153509760153611,0.3341773640185097,6.444211942596837,1.7787414968172127e-07,3.3392907033581804e-06
FB1,HNRdBACF_sma3nz_stddevNorm,HNRdBACF_sma3nz_stddevNorm,40,22,18,-0.22244472663468037,0.02087783190753078,-10.654589404680618,1.1114098856484658e-12,7.451738661871618e-11
FB1,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_amean,40,22,18,3.3283434191754004,1.0108919769469857,3.2924817834912434,0.002231801571354268,0.010269204615904606
FB1,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_stddevNorm,40,22,18,34.31710520055787,34.24506474712577,1.0021036740319829,0.3229820046312919,0.4984995439682615
FB1,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,40,22,18,3.410275029262829,1.4687282678088311,2.3219237377044264,0.026009071911243055,0.07677310954094385
FB1,logRelF0-H1-A3_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_stddevNorm,40,22,18,-0.11142744171300129,0.02178450631524405,-5.114985857403992,1.0567944228137167e-05,0.00011624738650950883
FB1,F1frequency_sma3nz_amean,F1frequency_sma3nz_amean,40,22,18,-28.382635363068403,20.712458020059493,-1.3703170978345756,0.17907314158635407,0.33429689565858745
FB1,F1frequency_sma3nz_stddevNorm,F1frequency_sma3nz_stddevNorm,40,22,18,-0.00924897253994494,0.009021205437557413,-1.025247967576404,0.31208628579234604,0.4876997673647317
FB1,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_amean,40,22,18,19.532347424108217,12.803279143205867,1.5255738163354167,0.13585439435134894,0.27326141035242757
FB1,F1bandwidth_sma3nz_stddevNorm,F1bandwidth_sma3nz_stddevNorm,40,22,18,-0.019602374394532253,0.005284463046886877,-3.7094354186240706,0.0006972668988973536,0.0038804418721244023
FB1,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_amean,40,22,18,-16.29569158066711,4.168980745761215,-3.908795116704641,0.00039308263210034294,0.002416857406101672
FB1,F1amplitudeLogRelF0_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_stddevNorm,40,22,18,0.19133745824540385,0.038576515372069055,4.9599466514785275,1.6979122783923607e-05,0.00017198996316377294
FB1,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,40,22,18,-15.880145268024648,24.390174669417103,-0.6510878041368354,0.5191244505885491,0.6742143631263354
FB1,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,40,22,18,-0.0014185535320932231,0.0040548233867318375,-0.3498434818973875,0.7284946430055842,0.8278615474994855
FB1,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_amean,40,22,18,34.124886155390385,20.377195274167956,1.6746606044773145,0.10266806275174856,0.22550212536978645
FB1,F2bandwidth_sma3nz_stddevNorm,F2bandwidth_sma3nz_stddevNorm,40,22,18,-0.02391821763898428,0.010962000108434357,-2.1819209453009565,0.0357240555482337,0.09980053613474811
FB1,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_amean,40,22,18,-17.734597015094785,4.091062785658262,-4.334960851069228,0.00011218931932773612,0.0008403682848308286
FB1,F2amplitudeLogRelF0_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_stddevNorm,40,22,18,0.17946747529823698,0.03372514545908399,5.321473721024286,5.608277248518438e-06,7.178594878103601e-05
FB1,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,40,22,18,20.4070154995116,29.05073316462913,0.7024612901803893,0.48690914159763166,0.6516806762067161
FB1,F3frequency_sma3nz_stddevNorm,F3frequency_sma3nz_stddevNorm,40,22,18,-0.010164654705321307,0.003827698753827004,-2.6555524243276714,0.01172150894340101,0.04115681943219108
FB1,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_amean,40,22,18,3.182763537434912,24.9340655958593,0.12764719516754064,0.8991385604684509,0.9356889084549732
FB1,F3bandwidth_sma3nz_stddevNorm,F3bandwidth_sma3nz_stddevNorm,40,22,18,-0.010455886279566352,0.020059471392480346,-0.5212443575898978,0.6053885023295924,0.739277546643596
FB1,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,40,22,18,-17.55675994686375,3.888884631883827,-4.514600356853226,6.551707190759818e-05,0.0005363257979412688
FB1,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,40,22,18,0.16537949816060238,0.02864902458185877,5.772604846914213,1.399219387951713e-06,2.1183880626193678e-05
FB1,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_amean,40,22,18,-6.13820162747842,1.2994672802799014,-4.72362922916864,3.485095768729596e-05,0.00032061125867269687
FB1,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,40,22,18,0.23024871233970323,0.04412751745345026,5.2178034393752295,7.71054419483646e-06,9.022270219932216e-05
FB1,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,40,22,18,6.242371018302022,1.3259258581374906,4.707933690252178,3.654894694250163e-05,0.00032987767496821984
FB1,hammarbergIndexV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_stddevNorm,40,22,18,-0.1296374766787778,0.014290269203462068,-9.071730898349408,7.846248594084661e-11,3.5637154904745814e-09
FB1,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_amean,40,22,18,-0.06687019558456903,0.003890873285527824,-17.186423375259732,6.195797133847241e-19,1.0904602955571145e-16
FB1,slopeV0-500_sma3nz_stddevNorm,slopeV0-500_sma3nz_stddevNorm,40,22,18,4.100855059380155,6.13392360620307,0.6685533310576401,0.5080449017642183,0.6685301137233827
FB1,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_amean,40,22,18,0.001901878121332191,0.002349894821449124,0.8093460626290279,0.42363333915122686,0.5970728143392667
FB1,slopeV500-1500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_stddevNorm,40,22,18,0.1098875883086286,0.3641163911295904,0.3017924789590678,0.7645468475707291,0.8477797868515023
FB1,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_amean,40,22,18,-0.04954161471496256,0.02673336258756598,-1.8531755798653247,0.07206773218492665,0.17227736318569903
FB1,spectralFluxV_sma3nz_stddevNorm,spectralFluxV_sma3nz_stddevNorm,40,22,18,0.17843830906515773,0.04792145506078582,3.7235578268401532,0.0006697422849285163,0.003756960705893829
FB1,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_amean,40,22,18,2.324886961430672,1.2836115699153563,1.8112075458964425,0.07845944820236027,0.1844255476943627
FB1,mfcc1V_sma3nz_stddevNorm,mfcc1V_sma3nz_stddevNorm,40,22,18,-0.10852805299972217,0.018820587999786448,-5.7664538961776115,1.4259714703211284e-06,2.1359232236299456e-05
FB1,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_amean,40,22,18,11.438796031766831,2.2267441415772153,5.137005109021941,9.878510175727987e-06,0.00011127153861940006
FB1,mfcc2V_sma3nz_stddevNorm,mfcc2V_sma3nz_stddevNorm,40,22,18,-1.510914510354461,1.3656320389001568,-1.1063847854443358,0.2758987077240221,0.4473381355270189
FB1,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_amean,40,22,18,7.320959738141071,1.7229561252037926,4.249069161453628,0.0001448360801263085,0.0010404551062134816
FB1,mfcc3V_sma3nz_stddevNorm,mfcc3V_sma3nz_stddevNorm,40,22,18,-2.350847659120962,0.9724773522847272,-2.4173803673657877,0.020823701814773766,0.06501058127539126
FB1,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_amean,40,22,18,8.632721485691789,2.572496181172467,3.355776210232216,0.0018769664796389172,0.008928272984228363
FB1,mfcc4V_sma3nz_stddevNorm,mfcc4V_sma3nz_stddevNorm,40,22,18,-11.529926400250124,16.915382700661407,-0.6816237388350246,0.4998387825277824,0.660199817822812
FB1,alphaRatioUV_sma3nz_amean,alphaRatioUV_sma3nz_amean,40,22,18,-9.029581531836971,0.9582337867067138,-9.423150860574541,2.9648442177603227e-11,1.4394829857263912e-09
FB1,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,40,22,18,10.221618736698318,0.9483342667879067,10.778497724562731,8.074684299115921e-13,5.6845777465776085e-11
FB1,slopeUV0-500_sma3nz_amean,slopeUV0-500_sma3nz_amean,40,22,18,-0.0912213826767984,0.004686196430305107,-19.46597502547694,1.0700634489984233e-20,5.022164453965934e-18
FB1,slopeUV500-1500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,40,22,18,0.010375279005087067,0.0019749000240161406,5.253571765110411,6.908851457587455e-06,8.243782078206049e-05
FB1,spectralFluxUV_sma3nz_amean,spectralFluxUV_sma3nz_amean,40,22,18,-0.0014393776978051842,0.009142507127274197,-0.15743796288779366,0.8757794276078061,0.9222867868898961
FB1,loudnessPeaksPerSec,loudnessPeaksPerSec,40,22,18,-0.5593007507208678,0.15472519798340043,-3.6148006789486997,0.0009120393988902266,0.004901341502432974
FB1,VoicedSegmentsPerSec,VoicedSegmentsPerSec,40,22,18,-0.4073271317289077,0.11184410166062736,-3.641918757279443,0.0008447047825589555,0.004592063065030924
FB1,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,40,22,18,0.017920226967787733,0.014450138631944068,1.2401422176097705,0.22294536021256012,0.38188207686044356
FB1,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,40,22,18,0.009089436019481882,0.017292079582970046,0.5256415791905986,0.6023603010960871,0.7381403863736211
FB1,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,40,22,18,0.07820592806908538,0.020873034577485697,3.7467445271920705,0.0006268176546451031,0.0035353544497488416
FB1,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,40,22,18,0.10061739570580468,0.044594373117638905,2.2562800791117383,0.03022213013995079,0.08719827712510392
FB1,equivalentSoundLevel_dBp,equivalentSoundLevel_dBp,40,22,18,-0.6926866153217314,1.5246544780510043,-0.4543236682761108,0.6523234514502494,0.7711766747623435
PR1,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_amean,41,23,18,-0.5853270478158561,0.8074956995450612,-0.7248670774910954,0.47309304363858345,0.6411116510520939
PR1,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,41,23,18,-0.038915274916127396,0.011994867118371246,-3.244327305345889,0.002499023874074932,0.011313908728930882
PR1,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,41,23,18,-0.0556418130976436,0.8437002690685763,-0.06594973966177675,0.9477729058329476,0.970098969800064
PR1,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,41,23,18,0.18515287245912915,0.8206401409259304,0.22562005345025005,0.8227385737732156,0.8861594345139314
PR1,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,41,23,18,0.2541491354486056,0.8669740319078043,0.29314503790770097,0.7710491954307985,0.8508129053029501
PR1,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,41,23,18,0.30979094854624367,0.47783555318208065,0.6483212613277374,0.5207806782395678,0.6745213340157347
PR1,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,41,23,18,-23.956866148455447,28.31866215857594,-0.8459745031140329,0.40300510199830275,0.577832162539318
PR1,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,41,23,18,-166.86082313547155,60.17849690066932,-2.7727648866154326,0.008653184538875421,0.03189446028988637
PR1,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,41,23,18,-3.208314520753061,15.398967298972716,-0.2083460831147483,0.836101439912756,0.8959138716873367
PR1,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,41,23,18,20.087567654128215,40.65887732685679,0.4940512127928231,0.6241904519953689,0.7511625268457089
PR1,loudness_sma3_amean,loudness_sma3_amean,41,23,18,-0.0916004424297087,0.03382095695855979,-2.7083929807765363,0.01017746714421472,0.0367432659975752
PR1,loudness_sma3_stddevNorm,loudness_sma3_stddevNorm,41,23,18,0.3280491636941644,0.050869467587612995,6.4488420903789105,1.553687535271359e-07,2.9562054725163154e-06
PR1,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,41,23,18,-0.03848447454836629,0.006767558085736382,-5.686611634627554,1.6687510294508574e-06,2.397552499455926e-05
PR1,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,41,23,18,-0.12574876112136846,0.025486236743771568,-4.9339870136810005,1.729505571001521e-05,0.00017393884599786727
PR1,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,41,23,18,-0.12115816051796358,0.0635501881461938,-1.906495701306906,0.0643750203695972,0.15763483248763976
PR1,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,41,23,18,-0.08267368888827811,0.06004417855907627,-1.3768810044913367,0.1768234640251951,0.3319565831299663
PR1,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,41,23,18,-1.007939550832355,0.527196709625139,-1.911885132115195,0.06365847142300692,0.15615179052890896
PR1,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,41,23,18,-0.2357496610133668,0.2996234269704855,-0.7868198538313541,0.4363982943529307,0.6073047222319589
PR1,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,41,23,18,-0.18172773795147878,0.32925092873945944,-0.5519429774950835,0.5843060772345823,0.7274119865130786
PR1,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,41,23,18,0.13758079625487857,0.2603569283388407,0.5284314772519687,0.6003554482052494,0.7376094861020865
PR1,spectralFlux_sma3_amean,spectralFlux_sma3_amean,41,23,18,-0.027572266275586094,0.014972946569494106,-1.8414722945556925,0.0735802149334159,0.17470306947498526
PR1,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_stddevNorm,41,23,18,0.5382890821470157,0.12194630324911677,4.414148422747815,8.470416795650364e-05,0.000670019485858186
PR1,mfcc1_sma3_amean,mfcc1_sma3_amean,41,23,18,-0.6693007526704319,1.174663011695253,-0.5697810742372051,0.5722697542154233,0.7181424366624919
PR1,mfcc1_sma3_stddevNorm,mfcc1_sma3_stddevNorm,41,23,18,-0.08710551970501527,0.03980249057806455,-2.1884439501135082,0.0350263470239373,0.09903031447731671
PR1,mfcc2_sma3_amean,mfcc2_sma3_amean,41,23,18,9.198884344912482,1.3514473353592564,6.806690948461662,5.136642922966257e-08,1.1300614430525764e-06
PR1,mfcc2_sma3_stddevNorm,mfcc2_sma3_stddevNorm,41,23,18,-2.2321384589232034,1.73804521402805,-1.2842810077132891,0.20702717010967095,0.3643322939004427
PR1,mfcc3_sma3_amean,mfcc3_sma3_amean,41,23,18,5.0614445995832735,1.3002173401831847,3.8927681112683654,0.00039925966894278263,0.002444163538571469
PR1,mfcc3_sma3_stddevNorm,mfcc3_sma3_stddevNorm,41,23,18,-0.47229524639261544,0.8739665586015178,-0.5404042543096399,0.5921566596671011,0.7320075301240372
PR1,mfcc4_sma3_amean,mfcc4_sma3_amean,41,23,18,14.35359938526993,2.1183323201359054,6.775895948351035,5.648224167407445e-08,1.2049544890469215e-06
PR1,mfcc4_sma3_stddevNorm,mfcc4_sma3_stddevNorm,41,23,18,3.172905312262958,1.9175384606950079,1.6546762306467349,0.1064500008063707,0.23058707866979988
PR1,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,41,23,18,0.00283941382679921,0.001840343837535031,1.542871374841747,0.13137253875817836,0.2678577765541447
PR1,jitterLocal_sma3nz_stddevNorm,jitterLocal_sma3nz_stddevNorm,41,23,18,0.4954393211416598,0.14028809479706172,3.5315849278468963,0.0011263477429493177,0.005895530193578585
PR1,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,41,23,18,-0.20215875178482695,0.04546606394683971,-4.446365799801739,7.684063729768797e-05,0.0006182378132293981
PR1,shimmerLocaldB_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_stddevNorm,41,23,18,0.19767739572955997,0.026920393571453455,7.343035130778261,9.943295722461706e-09,2.800032075445216e-07
PR1,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,41,23,18,2.0507391102156354,0.4032314933862205,5.08576126580324,1.0818980574485815e-05,0.00011808623758818626
PR1,HNRdBACF_sma3nz_stddevNorm,HNRdBACF_sma3nz_stddevNorm,41,23,18,-0.22375724732017363,0.02668016230242811,-8.386652404277537,4.405075056539766e-10,1.632196231475787e-08
PR1,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_amean,41,23,18,4.547457088893978,1.2643017607655864,3.596813063156937,0.000936475458817348,0.004994535780359189
PR1,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_stddevNorm,41,23,18,-0.3373770361134998,6.209501194128767,-0.054332389279914774,0.956962661991661,0.970098969800064
PR1,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,41,23,18,3.6204139135520723,1.4405224525840652,2.5132644805762197,0.01644604538303261,0.05311016490667412
PR1,logRelF0-H1-A3_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_stddevNorm,41,23,18,-0.14266455065407158,0.024820012075415288,-5.747964594883643,1.378077954563662e-06,2.1118730758944418e-05
PR1,F1frequency_sma3nz_amean,F1frequency_sma3nz_amean,41,23,18,-19.66505428346676,21.93453861633901,-0.8965337556185605,0.37576411885746414,0.5494038207178708
PR1,F1frequency_sma3nz_stddevNorm,F1frequency_sma3nz_stddevNorm,41,23,18,-0.0012722176219417281,0.009188504153598802,-0.13845753353046555,0.8906296585363846,0.9302719282041763
PR1,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_amean,41,23,18,19.643441492465364,13.669912741700813,1.4369836782163192,0.1591257167327587,0.30988797947403074
PR1,F1bandwidth_sma3nz_stddevNorm,F1bandwidth_sma3nz_stddevNorm,41,23,18,-0.03028473297557379,0.005055131494795031,-5.990889259113473,6.459573433918145e-07,1.0575673715065985e-05
PR1,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_amean,41,23,18,-22.71041436127281,7.563155026019723,-3.002769913236152,0.0047747853151649524,0.01977322859927133
PR1,F1amplitudeLogRelF0_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_stddevNorm,41,23,18,0.25216022461031296,0.07217939007784377,3.493521133087494,0.0012537210783122128,0.006454599002333597
PR1,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,41,23,18,-20.449280113116714,24.516557745431328,-0.834100787127322,0.409577133840613,0.5830986900380012
PR1,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,41,23,18,0.00471318272777443,0.00489753722006884,0.9623577149063873,0.3421175332694067,0.5168470888876874
PR1,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_amean,41,23,18,60.46390099657788,23.219704790208016,2.6039909440225144,0.013186944788776314,0.04493916174805657
PR1,F2bandwidth_sma3nz_stddevNorm,F2bandwidth_sma3nz_stddevNorm,41,23,18,-0.03715796223623122,0.01164759468865292,-3.190183315052204,0.0028948563409726983,0.012697687626447225
PR1,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_amean,41,23,18,-22.90149880965194,6.952212229091393,-3.2941311420012576,0.0021808697360503524,0.010134041401271556
PR1,F2amplitudeLogRelF0_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_stddevNorm,41,23,18,0.21038488452628973,0.05176960236354625,4.063869045176074,0.00024149831781609574,0.001611514841161435
PR1,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,41,23,18,19.189297473713907,27.63039704874228,0.6944995194916097,0.4917072065221649,0.6549893536264978
PR1,F3frequency_sma3nz_stddevNorm,F3frequency_sma3nz_stddevNorm,41,23,18,-0.0067483281548702785,0.0037406694021952496,-1.8040429210103288,0.07937071126136452,0.18594669127454452
PR1,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_amean,41,23,18,22.144535599483312,24.460392711939637,0.9053221614334137,0.3711524610039841,0.5454933873628492
PR1,F3bandwidth_sma3nz_stddevNorm,F3bandwidth_sma3nz_stddevNorm,41,23,18,-0.013312668755514144,0.012810717058027965,-1.0391821703041693,0.30546355026477234,0.48162673994714383
PR1,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,41,23,18,-23.25692088092379,6.687951794306645,-3.477435483419911,0.001311611209171401,0.0066911180525845385
PR1,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,41,23,18,0.2069631498085414,0.04532873709676346,4.56582651677977,5.346985940236164e-05,0.0004562761335668193
PR1,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_amean,41,23,18,-6.245789496814053,1.273913722503066,-4.902835558236968,1.903865319316462e-05,0.00018487188755845368
PR1,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,41,23,18,0.3064864507048795,0.04377025752885671,7.002162381677104,2.8159884751105908e-08,7.114152614306577e-07
PR1,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,41,23,18,6.904387347754609,1.3779208770704623,5.010728455202542,1.364599596362629e-05,0.00014169264033807893
PR1,hammarbergIndexV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_stddevNorm,41,23,18,-0.19259741673373526,0.01758373252533556,-10.953158918689809,3.621938435936724e-13,2.684047009367846e-11
PR1,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_amean,41,23,18,-0.06718488238500056,0.004499553418083246,-14.93145566735387,3.03904591261983e-17,4.2789766449687214e-15
PR1,slopeV0-500_sma3nz_stddevNorm,slopeV0-500_sma3nz_stddevNorm,41,23,18,0.826113982979194,0.8932361550661446,0.9248550658118175,0.3610342637362873,0.5362196659711945
PR1,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_amean,41,23,18,0.0017097262649454067,0.002440511217965684,0.7005607072646725,0.48795952595004205,0.6518472604721625
PR1,slopeV500-1500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_stddevNorm,41,23,18,-0.05381407557989737,0.31685933174840003,-0.16983585518203412,0.8660644497263325,0.9141004163655587
PR1,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_amean,41,23,18,-0.019855821686863236,0.023215490417303145,-0.8552833185924922,0.39789899422806263,0.571675289666441
PR1,spectralFluxV_sma3nz_stddevNorm,spectralFluxV_sma3nz_stddevNorm,41,23,18,0.21310406629103051,0.04681657612624103,4.551893451507321,5.57855766777187e-05,0.0004703358800133409
PR1,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_amean,41,23,18,3.5334810874389113,1.094791802858997,3.227537033261843,0.002615905039079238,0.011692680301662118
PR1,mfcc1V_sma3nz_stddevNorm,mfcc1V_sma3nz_stddevNorm,41,23,18,-0.15971116461306054,0.017942157824907216,-8.901446870083278,9.908327017143684e-11,4.227552860647971e-09
PR1,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_amean,41,23,18,9.692564445804516,2.0680154001894717,4.686891811790416,3.69534189691755e-05,0.00033140391024585414
PR1,mfcc2V_sma3nz_stddevNorm,mfcc2V_sma3nz_stddevNorm,41,23,18,-2.8517356915062777,2.1398663136384513,-1.3326700239780038,0.19078934365552513,0.3457289522097547
PR1,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_amean,41,23,18,4.896439217344448,1.6525173964232063,2.963018258048329,0.005299996572613077,0.021321129069254895
PR1,mfcc3V_sma3nz_stddevNorm,mfcc3V_sma3nz_stddevNorm,41,23,18,-0.004308109498297519,0.8662773087147405,-0.004973129799150899,0.9960587502863011,0.9960587502863011
PR1,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_amean,41,23,18,10.322575791618725,2.717326767059123,3.7987981117157004,0.0005246803630570495,0.0030653524945407702
PR1,mfcc4V_sma3nz_stddevNorm,mfcc4V_sma3nz_stddevNorm,41,23,18,-1.36904949085161,1.9522432468120445,-0.7012699329795236,0.48752205660400455,0.6518472604721625
PR1,alphaRatioUV_sma3nz_amean,alphaRatioUV_sma3nz_amean,41,23,18,-8.791848957674189,0.8679993573913518,-10.128865744897364,3.2325634124117943e-12,2.0688405839435483e-10
PR1,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,41,23,18,10.245900982066075,0.8699327250123204,11.777808429865617,4.425994294446624e-14,3.894874979113029e-12
